Pathway	SH1	SH2	SH3	SH4	SH5	SH6	SH7	SH8	SH9	SH10	SH11	SH12	SH13	SH14	SH15	SH16	SH17	SH18	SH19	SH20	SH21	SH22	SH23	SH24	SH25	SH26	SH27	SH28	SH29	SH30	YK31	YK32	YK33	YK34	YK35	YK36	YK37	YK38	YK39	YK40	YK41	YK42	YK43	YK44	YK45	YK46	YK47	YK48	YK49	YK50	YK51	YK52	YK53	YK54	YK55	YK56	YK57	YK58	YK59	YK60
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_neonatale	0	0	0	0	0	3.81318e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62894e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_coli	2.35833e-4	7.86635e-5	0	0	0.00123951	1.55272e-4	0	0	0	8.47368e-4	2.07555e-5	2.18722e-4	0	3.85674e-5	0.00122196	2.5573e-4	1.95079e-4	8.06979e-4	6.11427e-4	7.83238e-4	4.29732e-4	4.0229e-5	2.61065e-4	4.92637e-4	8.22449e-5	1.82776e-4	0	3.22073e-4	0.00101811	9.88978e-5	0	0	0	2.4262e-5	4.07733e-4	0	0	8.13565e-5	0	0	0	0	0	0	0	2.4499e-4	6.43808e-4	9.97201e-5	0	2.66024e-4	1.88146e-4	5.33533e-4	4.43343e-4	0	1.13839e-4	1.44286e-4	0	0	1.9648e-4	0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19226e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Lysinibacillus.s__Lysinibacillus_varians	0	0	4.37864e-5	0	6.26147e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27821e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|unclassified	0.00178082	0.00145224	0.00209695	0.00258863	7.85042e-4	0.00199777	0.00237055	0.00280253	0.00189825	0.00130622	0.00223554	0.0015790000000000001	0.00179409	0.00136866	9.84958e-4	0.00133682	0.00101626	9.83622e-4	9.16991e-4	8.65073e-4	8.25568e-4	0.00148552	0.00142323	0.00103841	0.00216729	9.92877e-4	0.00130446	0.00113246	7.59742e-4	9.1221e-4	0.00274564	0.00272643	0.00278772	0.0019304	0.0010347	0.00225057	0.00154338	0.00144243	0.00173007	0.00146998	0.0018626	0.0019781	0.00164031	0.00148448	0.00145355	8.01199e-4	8.70814e-4	6.14089e-4	0.00104373	0.00130985	0.00170424	8.97163e-4	6.69768e-4	0.00127371	0.00130563	0.00115051	0.00183031	0.00110169	0.00176168	0.00138459
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.00303235	0.0011957	0.0029344	0.00365351	0.00409956	0.00329223	0.00376964	0.00579223	0.00262025	0.00433623	0.00207419	0.00277743	0.0020527	0.00277343	0.00288054	0.0020715	0.00160917	0.00376997	0.00306999	0.00327249	0.00314191	0.0017554	0.00263986	0.00285977	0.00324358	0.00384648	0.00252629	0.00260285	0.00425811	0.00132858	0.00542852	0.00273899	0.00419864	0.00162076	0.00199425	0.00432023	0.00294451	0.00224184	0.00155775	0.00563855	0.00412132	0.00348823	0.0015913	0.00133348	0.00157207	0.00228435	0.00299201	0.00289947	0.00423708	0.00158071	0.00261892	0.00264526	0.00203157	0.00177788	0.00286994	0.00184664	0.00150974	0.00212376	0.00187409	0.00182259
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	9.87405e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.94462e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19518e-4
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Anaerostipes.s__Anaerostipes_sp_494a	0	0	0	0	0	0	0	4.80662e-4	1.34751e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21025e-4	0	0	0	0	6.30298e-5	0	0	0	3.42572e-4	5.23387e-5	3.05738e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Anaerostipes.s__Anaerostipes_sp_992a	8.54112e-5	0	0	2.42642e-5	1.00354e-5	4.0552e-5	4.27937e-4	3.19811e-4	0	0	0	0	0	6.77616e-5	3.31562e-5	0	0	0	0	0	0	0	0	0	8.71811e-4	0.00116642	0	0	0	0	2.48434e-4	0	4.03804e-5	0	0	7.27086e-5	0	4.61065e-5	0	1.87688e-4	3.90961e-5	3.38098e-5	0	0	0	0	0	0	4.64462e-5	0	0	0	5.22215e-5	9.64452e-5	9.53523e-5	0	0	1.30123e-4	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacillus.s__Bacillus_subtilis_group	0	0	0	0	0	0	0	0	0	1.16512e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37156e-5	0	0	4.555e-5	0	0	0	2.78858e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.50788e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33031e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Campylobacter.s__Campylobacter_lanienae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36416e-4	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	2.16447e-5	0	2.3061e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42503e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Clostridium.s__Clostridium_bornimense	2.33615e-5	0	0	0	0	1.74709e-5	0	2.73068e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2474e-4	0	0	0	0	9.21501e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Clostridium.s__Clostridium_butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.75733e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Clostridium.s__Clostridium_neonatale	9.85537e-5	0	0	0	0	3.20967e-5	0	1.72468e-5	0	0	4.52337e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79444e-5	3.44315e-5	0	0	0	4.77277e-4	0	0	0	1.4958e-4	3.554e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35069e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Enterococcus.s__Enterococcus_faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72675e-5	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51396e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Escherichia.s__Escherichia_coli	2.31816e-4	9.47366e-5	0	0	0.00178136	3.58654e-4	0	0	0	0.00290871	0	3.72254e-4	0	2.59882e-5	0.00154675	3.40339e-4	5.16133e-4	0.0014741	9.71631e-4	0.00117155	0.00146161	2.28753e-4	7.27637e-4	0.00142142	4.55778e-5	4.12365e-4	0	4.59647e-4	0.00263842	3.30023e-4	0	2.2395e-5	0	0	5.2523e-4	0	2.35628e-5	1.80185e-4	0	0	0	0	0	5.58515e-5	0	4.99868e-4	0.00109431	4.04333e-4	0	3.92527e-4	9.02834e-4	0.00135322	5.90131e-4	0	3.16638e-4	3.76641e-4	0	0	2.35576e-4	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15263e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Helicobacter.s__Helicobacter_canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.15823e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3343e-5	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84398e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Lysinibacillus.s__Lysinibacillus_fusiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.07736e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Lysinibacillus.s__Lysinibacillus_massiliensis	0	0	0	0	0	0	0	0	0	9.06824e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Prolinoborus.s__Prolinoborus_fasciculus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18926e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Romboutsia.s__Romboutsia_ilealis	0	0	7.97619e-5	3.5168e-5	0	3.10511e-5	0	4.37029e-5	0	0	6.20781e-5	0	0	0	0	3.71883e-5	0	0	0	0	0	0	0	0	0	1.85798e-5	0	0	0	0	3.54495e-5	2.52286e-5	2.54118e-5	0	0	2.07601e-5	0	0	0	2.58781e-5	3.58889e-5	4.3293e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36527e-5	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Roseburia.s__Roseburia_sp_499	2.03033e-5	0	9.50118e-5	3.57536e-4	6.26766e-5	1.89922e-4	0	2.39595e-4	0	0	9.98268e-5	0	1.71456e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2564e-4	0	0	2.82242e-4	0	0	0	3.5247e-4	2.60364e-4	5.11152e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	4.0235e-5	0	0	0	0	0	0	0	7.86661e-5	0	0	0	5.48235e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.82139e-5	2.70506e-5	0	0	0	0	0	0	0	0	3.72204e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Solibacillus.s__Solibacillus_kalamii	0	0	0	0	9.23395e-6	0	0	0	0	0	0	2.76834e-5	6.40313e-6	0	3.37596e-5	0	0	1.95347e-5	0	4.94805e-6	0	0	0	3.24442e-5	0	0	0	0	0	0	0	5.56082e-6	0	3.64643e-5	1.15028e-4	0	0	0	0	0	0	0	0	0	0	3.82573e-5	2.86726e-5	0	0	0	0	0	0	0	0	2.12375e-5	0	0	1.34228e-5	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Solibacillus.s__Solibacillus_silvestris	0	0	0	0	1.60165e-5	0	0	0	0	0	0	3.0901e-5	0	0	2.08835e-5	0	0	2.17871e-5	0	6.11482e-6	0	0	0	1.48532e-5	0	0	0	0	0	0	0	1.6322e-5	0	4.42923e-5	9.29727e-5	0	0	0	0	0	0	0	0	0	0	1.99368e-5	6.94858e-6	0	0	0	0	0	0	0	0	0	0	0	1.48699e-5	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Succinatimonas.s__Succinatimonas_sp_CAG_777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28571e-5	0	0	0	0	0	0	2.24408e-5	2.46807e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61515e-5	0	0	0	0	2.12239e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.01131e-5	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Turicibacter.s__Turicibacter_sanguinis	1.30889e-4	0	3.17476e-4	4.32706e-4	5.01738e-5	3.46008e-4	1.22142e-4	3.54716e-4	2.82711e-4	6.72682e-5	1.47891e-4	1.64025e-4	6.83116e-5	1.96459e-4	3.20659e-5	4.16535e-5	3.09517e-5	0	0	0	0	0	2.54199e-5	0	1.66251e-4	5.65992e-5	0	2.98747e-5	0	0	4.30753e-4	2.39174e-4	3.31953e-4	7.52418e-5	0	3.90824e-4	2.08131e-4	0	1.03103e-4	1.72621e-4	4.96669e-4	2.30562e-4	3.24977e-5	4.45867e-5	0	1.63823e-5	0	0	0	2.75703e-5	0	0	0	0	0	0	0	0	4.06825e-5	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified	0.00226414	9.90631e-4	0.00204463	0.00263634	7.39842e-4	0.00183964	0.00309421	0.00414748	0.00192521	0.00106059	0.0015924	0.0013402	9.09809e-4	0.00220573	7.81509e-4	0.00139072	9.45432e-4	5.00384e-4	5.96318e-4	8.02731e-4	0.00113932	0.00122728	0.00120954	9.03381e-4	0.0019031	0.00151109	0.00245528	0.00147068	9.37607e-4	9.89108e-4	0.00379367	0.00210149	0.00303752	0.00128955	8.49776e-4	0.0026224	0.00224781	0.00141858	0.00139833	0.00424804	0.00253409	0.00234148	0.00141213	0.00117289	0.00150195	0.00128716	8.75159e-4	0.00175783	0.00410746	0.00106982	0.00120996	6.84752e-4	0.00127353	0.00116781	0.00164577	0.00106785	0.0014451	0.00157244	0.00138682	0.00116825
PWY0-1337: oleate &beta;-oxidation	6.11847e-5	4.73485e-5	0	0	4.00617e-4	8.3371e-5	0	0	0	3.73118e-4	3.48192e-5	1.59263e-4	0	7.10761e-5	3.97984e-4	8.35485e-5	4.28933e-5	2.94002e-4	2.29657e-4	4.83119e-4	2.48695e-4	5.7148e-4	1.24402e-4	3.26264e-4	3.05518e-5	9.22152e-5	0	2.8573e-5	0.00039680200000000003	8.69099e-5	0	4.43322e-5	0	1.61409e-4	1.45717e-4	0	1.72197e-5	1.06757e-4	0	0	0	0	0	3.91027e-5	1.68199e-4	1.74805e-4	2.66563e-4	0	0	1.09635e-4	1.77507e-4	2.54726e-4	1.39448e-4	0	1.43686e-4	1.19252e-4	0	0	2.05458e-4	3.19792e-4
PWY0-1337: oleate &beta;-oxidation|g__Escherichia.s__Escherichia_coli	0	0	0	0	5.4954e-5	0	0	0	0	0	0	0	0	0	1.638e-4	0	0	0	0	2.18566e-4	0	0	0	1.18745e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1337: oleate &beta;-oxidation|unclassified	4.79801e-5	4.64049e-5	0	0	1.24988e-4	0	0	0	0	9.7099e-5	3.40428e-5	9.49078e-5	0	5.02249e-5	1.69018e-4	0	3.28255e-5	1.40123e-4	1.12489e-4	7.19097e-5	1.35879e-4	3.43757e-4	0	1.15001e-4	2.99676e-5	7.19602e-5	0	1.68176e-5	1.26803e-4	6.22488e-5	0	3.34545e-5	0	8.28244e-5	8.64848e-5	0	1.28728e-5	7.30486e-5	0	0	0	0	0	3.84718e-5	1.63535e-4	9.62383e-5	1.09839e-4	0	0	6.90396e-5	9.64365e-5	1.2565e-4	7.74481e-5	0	7.21588e-5	5.38055e-5	0	0	0	9.89063e-5
PWY0-1338: polymyxin resistance	1.05291e-4	6.17751e-5	1.03959e-5	0	6.64598e-4	7.6914e-5	0	0	0	3.45912e-4	0	1.69911e-4	0	4.07332e-5	6.42349e-4	1.63155e-4	1.61062e-4	6.58704e-4	4.03622e-4	4.00497e-4	3.24985e-4	1.37149e-4	1.18704e-4	4.45102e-4	4.78764e-5	9.22768e-5	0	2.06635e-4	5.41356e-4	1.69067e-4	0	4.49929e-5	0	6.18633e-5	1.96819e-4	0	3.06984e-5	5.33494e-5	0	0	0	0	0	4.64837e-5	0	2.23568e-4	5.40243e-4	1.09073e-4	0	2.01824e-4	1.91058e-4	3.74145e-4	2.86067e-4	0	1.00505e-4	1.366e-4	0	0	1.40625e-4	0
PWY0-1338: polymyxin resistance|g__Escherichia.s__Escherichia_coli	5.86153e-5	0	0	0	5.9708e-4	3.2746e-5	0	0	0	3.30485e-4	0	1.07903e-4	0	2.07223e-5	4.5629e-4	1.38626e-4	1.23573e-4	5.91531e-4	3.65566e-4	3.34638e-4	2.73094e-4	6.35823e-5	7.24405e-5	3.29724e-4	0	2.58697e-5	0	1.23727e-4	4.81317e-4	8.40536e-5	0	1.54697e-5	0	0	1.22441e-4	0	0	0	0	0	0	0	0	0	0	1.83823e-4	3.7192e-4	5.12343e-5	0	1.34804e-4	8.65457e-5	3.28748e-4	2.35518e-4	0	3.18599e-5	3.81896e-5	0	0	7.43768e-5	0
PWY0-1338: polymyxin resistance|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61403e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1338: polymyxin resistance|unclassified	2.62352e-5	4.24563e-5	9.77497e-6	0	2.84661e-5	3.04053e-5	0	0	0	0	0	1.72842e-5	0	1.69095e-5	1.05554e-4	0	0	0	0	2.89748e-5	0	5.43588e-5	2.93973e-5	2.97317e-5	3.40365e-5	4.75258e-5	0	4.89198e-5	0	4.364e-5	0	2.60253e-5	0	5.28403e-5	4.67914e-5	0	3.06947e-5	3.68946e-5	0	0	0	0	0	3.39363e-5	0	0	1.12884e-4	4.24966e-5	0	3.00237e-5	6.75447e-5	0	1.5687e-5	0	5.03607e-5	6.24245e-5	0	0	4.02132e-5	0
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	3.1531e-4	1.33493e-4	6.94004e-5	0	0.00121067	1.85109e-4	0	3.59695e-5	4.43764e-5	0.00105585	1.26795e-4	3.04012e-4	0	8.94007e-5	0.00120351	3.80995e-4	3.14077e-4	0.00143053	6.3567e-4	9.99618e-4	5.95461e-4	3.21102e-4	3.39158e-4	6.41935e-4	1.75544e-4	1.66321e-4	0	7.82141e-4	0.00110887	2.25246e-4	4.51254e-5	1.31612e-4	3.37618e-5	8.26882e-5	4.8628e-4	2.13034e-5	6.62846e-5	2.73459e-4	0	3.50109e-5	3.56014e-5	3.62566e-5	0	7.17546e-5	3.43005e-5	3.77355e-4	0.00102354	1.31708e-4	0	3.32835e-4	3.52715e-4	6.88688e-4	5.2513e-4	5.19113e-4	2.19494e-4	3.37765e-4	0	0	3.12795e-4	0
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III|g__Escherichia.s__Escherichia_coli	1.95157e-4	6.10888e-5	0	0	0.00112199	1.43702e-4	0	0	0	8.39629e-4	0	2.29332e-4	0	6.38425e-5	0.00109662	3.13964e-4	2.37134e-4	0.00116755	5.7425e-4	8.00682e-4	3.72643e-4	1.77676e-4	2.67465e-4	5.52244e-4	2.84955e-5	1.42026e-4	0	2.86313e-4	0.001081	1.38153e-4	0	5.17639e-5	0	0	3.06906e-4	0	0	1.68363e-4	0	0	0	0	0	2.58958e-5	0	2.20175e-4	8.79076e-4	1.02684e-4	0	2.77952e-4	2.43187e-4	5.99453e-4	4.67648e-4	0	1.07729e-4	2.11902e-4	0	0	2.09867e-4	0
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III|unclassified	0	0	0	0	6.67921e-5	0	0	1.79958e-5	0	3.57149e-5	0	2.41734e-5	0	6.47341e-6	0	0	2.26145e-5	0	0	8.07164e-5	5.16557e-5	0	0	0	0	0	0	0	0	2.62416e-5	0	1.61828e-5	5.35223e-6	0	0	0	2.79771e-5	0	0	0	1.28393e-5	0	0	3.88412e-5	3.40852e-5	3.32117e-5	0	0	0	0	0	0	1.63295e-5	0	0	0	0	0	1.69585e-5	0
PWY0-1477: ethanolamine utilization	0.00530845	0.00423421	0.00350999	0.00509697	0.00521722	0.00507889	0.0076476	0.00545318	0.00669579	0.00610708	0.00750909	0.00423064	0.00387934	0.00568468	0.00559946	0.00608161	0.00556705	0.0063448	0.00579152	0.00515507	0.00521594	0.0044075	0.00498936	0.00519695	0.0065664	0.00515896	0.00889348	0.00453109	0.00536897	0.00511521	0.00551403	0.00426692	0.00478525	0.0049063	0.00404698	0.00564071	0.0050981	0.00462766	0.00598771	0.00717631	0.00404157	0.00548907	0.00483929	0.0042012	0.00546465	0.00360087	0.00504385	0.00487028	0.00297825	0.00455612	0.00607795	0.00463348	0.00478184	0.0044545	0.00438101	0.00477197	0.00515344	0.0048395	0.00454568	0.00579266
PWY0-1477: ethanolamine utilization|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	1.73059e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5841e-5	0	0	0	0	0	0	0	0	0	0	0	4.05426e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31819e-5	0	0	7.80263e-6	0	0	0	2.09253e-5	7.25416e-5
PWY0-1477: ethanolamine utilization|g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	4.07879e-5	0	5.15235e-5	0	0	2.27266e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.80858e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1477: ethanolamine utilization|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16462e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1477: ethanolamine utilization|g__Desulfovibrio.s__Desulfovibrio_piger	1.18871e-4	0	0	3.02529e-5	0	5.94456e-5	1.94674e-5	0	0	0	0	3.19136e-5	0	0	2.08021e-5	2.57545e-5	1.49138e-5	0	0	0	0	0	2.05713e-5	0	0	0	0	0	0	0	1.39031e-5	0	3.9855e-5	0	0	0	0	0	0	1.29549e-5	0	0	5.64564e-5	0	3.23264e-5	0	0	0	0	0	1.97364e-5	0	4.52586e-5	0	0	0	0	3.21701e-5	0	3.08878e-5
PWY0-1477: ethanolamine utilization|g__Enterococcus.s__Enterococcus_gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.06194e-6	0	6.15196e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1477: ethanolamine utilization|g__Escherichia.s__Escherichia_coli	5.87243e-4	1.33632e-4	2.7255e-5	0	0.00343102	4.09899e-4	0	0	0	0.00268618	1.70291e-5	5.73737e-4	0	2.25847e-4	0.00239047	8.26451e-4	5.77958e-4	0.00317823	0.001804	0.00220599	0.00143371	2.40849e-4	5.10483e-4	0.00141366	1.36498e-4	4.15783e-4	0	0.00103879	0.00277026	5.22647e-4	0	1.20822e-4	0	5.41872e-5	0.00117876	0	0	2.48354e-4	0	0	0	0	0	7.55143e-5	0	0.00111395	0.00243076	2.75328e-4	0	9.83571e-4	8.57569e-4	0.00161735	0.00106709	0	3.48443e-4	3.18174e-4	0	0	8.36401e-4	0
PWY0-1477: ethanolamine utilization|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22505e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
