# Pathway	# Pathway	SH1	SH2	SH3	SH4	SH5	SH6	SH7	SH8	SH9	SH10	SH11	SH12	SH13	SH14	SH15	SH16	SH17	SH18	SH19	SH20	SH21	SH22	SH23	SH24	SH25	SH26	SH27	SH28	SH29	SH30	YK31	YK32	YK33	YK34	YK35	YK36	YK37	YK38	YK39	YK40	YK41	YK42	YK43	YK44	YK45	YK46	YK47	YK48	YK49	YK50	YK51	YK52	YK53	YK54	YK55	YK56	YK57	YK58	YK59	YK60
PWY-8188: L-alanine degradation VI (reductive Stickland reaction)|unclassified	PWY-8188: L-alanine degradation VI (reductive Stickland reaction)|unclassified	0.00068095	0.00032708	0.000489083	0.000710835	0.00033961	0.000984761	0.000398508	0.000849312	0.000817154	0.000341924	0.000657461	0.000435107	0.000666998	0.000584587	0.000359509	0.00028746	0.000410258	0.000388341	0.000285014	0.000139724	0.000278182	0.000420159	0.000417647	0.000366205	0.000259514	0.00029726	0.000441012	0.000305608	0.000211259	0.000255353	0.000407818	0.000606912	0.001021	0.000610405	0.000509222	0.000594323	0.000453773	0.000406165	0.000604364	0.000445321	0.000876793	0.000635197	0.0004813	0.000439887	0.000458722	0.000311787	0.000194146	0.000406529	0.000243085	0.00054657	0.000434349	0.00041202	0.000360723	0.000444169	0.000351476	0.000372807	0.000432856	0.000277015	0.000443084	0.000517504
PWY-8189: L-alanine degradation V (oxidative Stickland reaction)	PWY-8189: L-alanine degradation V (oxidative Stickland reaction)	0.000723108	0.000327314	0.000778465	0.000758939	0.000418911	0.00127369	0.000413312	0.00103252	0.000884131	0.000359982	0.000660746	0.000450399	0.000727108	0.000626635	0.000376159	0.000288353	0.000414306	0.000407547	0.000290205	0.000140809	0.000284718	0.000423019	0.000508378	0.000374622	0.000268438	0.000300985	0.0004433	0.00037932	0.000216695	0.000259316	0.000475316	0.000721086	0.00115551	0.000610752	0.000537205	0.000668911	0.00048581	0.00040964	0.000605215	0.000467778	0.000949155	0.000687394	0.00048282	0.000439968	0.000483772	0.00032475	0.000199253	0.000408036	0.000246959	0.000554777	0.000437506	0.000422001	0.000365018	0.0004492	0.000354917	0.000375471	0.000432952	0.00028724	0.000447225	0.000517795
PWY-8189: L-alanine degradation V (oxidative Stickland reaction)|unclassified	PWY-8189: L-alanine degradation V (oxidative Stickland reaction)|unclassified	0.00068095	0.00032708	0.000489083	0.000710835	0.00033961	0.000984761	0.000398508	0.000849312	0.000817154	0.000341924	0.000657461	0.000435107	0.000666998	0.000584587	0.000359509	0.00028746	0.000410258	0.000388341	0.000285014	0.000139724	0.000278182	0.000420159	0.000417647	0.000366205	0.000259514	0.00029726	0.000441012	0.000305608	0.000211259	0.000255353	0.000407818	0.000606912	0.001021	0.000610405	0.000509222	0.000594323	0.000453773	0.000406165	0.000604364	0.000445321	0.000876793	0.000635197	0.0004813	0.000439887	0.000458722	0.000311787	0.000194146	0.000406529	0.000243085	0.00054657	0.000434349	0.00041202	0.000360723	0.000444169	0.000351476	0.000372807	0.000432856	0.000277015	0.000443084	0.000517504
PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)	PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)	0.000177996	0.000178186	0.000134481	0.000122331	0.000302355	0.000169913	0.000133849	0.000141772	0.000127512	0.00021747	0.000133504	6.33286E-05	0.000102847	9.79246E-05	0.000255861	8.76645E-05	0.000156614	0.000195986	0.000170641	0.000166669	0.00022833	7.83343E-05	0.000089228	0.000130088	0.000110718	0.000102056	0.000171546	9.47219E-05	0.000179253	0.0001457	5.69391E-05	6.93471E-05	0.000107082	0.000114804	0.000124281	0.000067976	5.68597E-05	6.65994E-05	0.000152565	0.00012343	9.70308E-05	0.000112803	0.000102212	0.000128375	0.000141215	0.000164199	0.000183451	5.64898E-05	7.14041E-05	0.000072172	0.000152302	0.000169043	0.000131272	0.000128825	8.54562E-05	0.000156418	9.52467E-05	5.43344E-05	9.39618E-05	0.000148458
PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)|unclassified	PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)|unclassified	9.94931E-05	0.000178186	0.000134401	0.000122331	5.73269E-05	0.000169767	0.000133849	0.000141772	0.000127512	4.57735E-05	0.000133504	4.99319E-05	0.000102847	9.75115E-05	5.58431E-05	6.75133E-05	0.000155731	2.97745E-05	6.36745E-05	7.19223E-05	8.12839E-05	7.82631E-05	8.88777E-05	7.67781E-05	0.000110674	0.000101958	0.000171503	9.46055E-05	5.35742E-05	8.08693E-05	5.69391E-05	6.93422E-05	0.000107082	0.000114804	0.000112288	6.79508E-05	5.68597E-05	6.65824E-05	0.000152565	0.00012343	9.70308E-05	0.000112749	0.000102212	0.000128276	0.000141215	8.30258E-05	0.000116163	5.64678E-05	7.14041E-05	6.35017E-05	0.000151923	6.87928E-05	9.51508E-05	0.000128825	8.54126E-05	0.000156084	9.52467E-05	5.43344E-05	6.93868E-05	0.000148458
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	0.00108007	0.000714904	0.000677351	0.000657562	0.00241209	0.000872869	0.000209398	0.000439273	0.000595296	0.00211844	0.000608733	0.000884228	0.000817048	0.000249745	0.00190608	0.000920243	0.000921218	0.00205896	0.0014816	0.00178452	0.00121655	0.000733546	0.000588894	0.00160462	0.000479396	0.000665291	0	0.00121564	0.001994	0.000867812	0.000239022	0.000898476	0.000462067	0.00129082	0.00170397	0.000154041	0.000413172	0.000782503	0.000321686	0.000517346	0.000516596	0.000471242	0.000186776	0.000435536	0.000677784	0.0014076	0.00183783	0.000712577	0	0.000822614	0.00137945	0.00150215	0.0013571	2.89193E-05	0.000448798	0.000527046	0	0.000121587	0.00114054	0.00010687
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)|g__Lysinibacillus.s__Lysinibacillus_varians	PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)|g__Lysinibacillus.s__Lysinibacillus_varians	0	0	5.73383E-05	0	5.18077E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62711E-05	0	0	0	0	0	0	5.34826E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)|unclassified	PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)|unclassified	0.000318255	0.000479109	0.000460559	0.000542306	0.000293234	0.000123676	0	0.000313934	0.000113143	0.000721676	0.000378137	0.000236792	0.00054262	5.53503E-05	0.000372904	8.21987E-05	0.000237899	0	0.000105407	0.00053036	0.000541575	0.00018906	7.23031E-05	0.000321235	9.79823E-05	0.000171695	0	0.000611911	0.000219167	0.000426963	0.000230282	0.000440742	0.000280824	0.00121633	0.000703705	0.000143961	0.000204067	0.000530399	0.00029764	0.00040019	0.000450324	0	0.000186717	0.000291046	0.000398445	0.000392096	0.000116855	0.00024275	0	0.000103867	0.000584971	0.000188534	0.000377097	2.89046E-05	0.000196719	0	0	0	0.000656991	0.000106791
PWY-822: fructan biosynthesis	PWY-822: fructan biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	2.97831E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-822: fructan biosynthesis|unclassified	PWY-822: fructan biosynthesis|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	2.97831E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0.00688051	0.00614374	0.00716221	0.006129	0.00588475	0.00577389	0.00491242	0.00526304	0.00489556	0.00546425	0.00614893	0.00809684	0.00903284	0.00416018	0.00542873	0.00585937	0.00593635	0.00551279	0.00622865	0.00675523	0.0069273	0.00790734	0.00619662	0.00631508	0.00339693	0.00538501	0.00426328	0.00719556	0.00532757	0.00666037	0.00764662	0.00764411	0.006051	0.00813068	0.00684755	0.00609587	0.0076471	0.00771474	0.00697364	0.00615367	0.00808105	0.00450529	0.00733349	0.00767078	0.00780772	0.00727333	0.00567637	0.00743497	0.00424483	0.00720383	0.00626081	0.00670581	0.00682548	0.00776408	0.00659122	0.00750505	0.00689782	0.00702723	0.00756118	0.00806865
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Acinetobacter.s__Acinetobacter_lwoffii	PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.75505E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182101
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	0	0	0	0	0	0	0	0	0	5.17891E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54835E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Clostridium.s__Clostridium_bornimense	PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Clostridium.s__Clostridium_bornimense	0	0	0	0	0	0	0	6.64114E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000227088	0	0	0	0	0.000175716	0	0	0	3.75961E-05	7.40767E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Clostridium.s__Clostridium_perfringens	PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000240584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Enterococcus.s__Enterococcus_hirae	PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Enterococcus.s__Enterococcus_hirae	0	0	0	0	0	0	0	0	3.80625E-05	0	0	0.00072123	0.00190437	0.000140674	0	0	0	0	0	0	0	0	0	0.000111376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.57012E-05	0	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli	0.000179573	0	0	0	0.00143315	0.000140261	0	0	0	0.000986946	0	0.000198525	0	0	0.000876773	0.000200287	0.000274571	0.00111676	0.00058755	0.000797732	0.000475071	0	0.000220442	0.0005746	3.11365E-05	9.93895E-05	0	0.000213298	0.000911419	0.000112144	0	0	0	0	0.000347505	0	0	5.11666E-05	0	0	0	0	0	0	0	0.000328114	0.000530086	5.15111E-05	0	0.000140527	0.000259648	0.000529369	0.000391107	0	0.00013514	0.000138672	0	0	0.000147335	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Helicobacter.s__Helicobacter_canis	PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Helicobacter.s__Helicobacter_canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.16302E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.56158E-05	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Lysinibacillus.s__Lysinibacillus_fusiformis	PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Lysinibacillus.s__Lysinibacillus_fusiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.93775E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Lysinibacillus.s__Lysinibacillus_massiliensis	PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Lysinibacillus.s__Lysinibacillus_massiliensis	0	0	0	0	0	0	0	0	0	3.43087E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Lysinibacillus.s__Lysinibacillus_varians	PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Lysinibacillus.s__Lysinibacillus_varians	0	0	9.50343E-05	0	0.000093477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.78412E-05	0	0	0	0	0	0	0	0	0	8.73226E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Prolinoborus.s__Prolinoborus_fasciculus	PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Prolinoborus.s__Prolinoborus_fasciculus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Rummeliibacillus.s__Rummeliibacillus_sp_POC4	9.89298E-05	0	0	0	0	5.47656E-05	0	0	0.000156108	0	0	0	0.00011188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128998	5.56056E-05	0	0	0	0	0	0	0	0	5.98856E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Solibacillus.s__Solibacillus_kalamii	PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Solibacillus.s__Solibacillus_kalamii	0	0	0	0	0	0	0	0	0	0	0	4.80021E-05	0	0	3.92417E-05	0	1.09896E-05	3.36402E-05	2.48818E-05	1.41018E-05	0	0	0	4.23028E-05	0	0	0	0	0	0	0	2.96607E-05	0	0	0.000150841	0	0	0	0	0	0	0	0	0	0	2.53806E-05	4.04397E-05	0	0	0	0	0	0	0	0	3.64399E-05	0	0	4.41011E-05	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Solibacillus.s__Solibacillus_silvestris	PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Solibacillus.s__Solibacillus_silvestris	0	0	0	0	9.94443E-06	0	0	0	0	0	0	4.73014E-05	0	0	4.29301E-05	0	1.44454E-05	3.74747E-05	2.11724E-05	1.25505E-05	0	0	0	4.02434E-05	0	0	0	0	0	0	0	3.26312E-05	0	4.82277E-05	0.000139128	0	0	0	0	0	0	0	0	0	0	3.47718E-05	3.65761E-05	0	0	0	0	0	0	0	0	0	0	0	2.88896E-05	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Streptococcus.s__Streptococcus_gallolyticus	PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Streptococcus.s__Streptococcus_gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000042833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified	PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified	0.00539093	0.00576649	0.00583439	0.00477415	0.00321949	0.00396899	0.00430767	0.00376485	0.00363243	0.00349413	0.0050995	0.00564042	0.00447251	0.00265809	0.00370284	0.00440894	0.00491086	0.00258935	0.00403231	0.00469972	0.00607288	0.0066888	0.00501572	0.00442377	0.00264004	0.00416666	0.0039214	0.00565755	0.00284592	0.00568039	0.00412781	0.00585008	0.00392541	0.00767989	0.00509314	0.0023914	0.00598022	0.00589152	0.00657776	0.00341192	0.00474273	0.0037724	0.00589081	0.00650133	0.00669472	0.00584359	0.00451437	0.00664726	0.00408401	0.0064205	0.00544289	0.00498942	0.00554858	0.00636449	0.00426613	0.00644881	0.00673445	0.00558031	0.00648709	0.00698301
PWY-922: mevalonate pathway I (eukaryotes and bacteria)	PWY-922: mevalonate pathway I (eukaryotes and bacteria)	0	0	7.79605E-05	0	0.000027335	6.31577E-05	0	5.67928E-05	0	0	0.000068531	0	0	8.40761E-05	0	0	4.49409E-05	0	0	0	0	0	0	0	5.02665E-05	0	0	0	0	0	0.00117581	0.000105111	0.000179415	0	0	0	0.000441626	0	0	0.000301977	0.000171441	0	0	0	0	9.09053E-05	0	0	0	0	0	2.83974E-05	0	0	0	0	0	0	0	0
PWY-922: mevalonate pathway I (eukaryotes and bacteria)|g__Lactobacillus.s__Lactobacillus_reuteri	PWY-922: mevalonate pathway I (eukaryotes and bacteria)|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-922: mevalonate pathway I (eukaryotes and bacteria)|g__Streptococcus.s__Streptococcus_uberis	PWY-922: mevalonate pathway I (eukaryotes and bacteria)|g__Streptococcus.s__Streptococcus_uberis	0	0	0	0	0	2.01456E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-922: mevalonate pathway I (eukaryotes and bacteria)|unclassified	PWY-922: mevalonate pathway I (eukaryotes and bacteria)|unclassified	0	0	0	0	0	3.10574E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.07511E-05	0	0	0	0	0	0	0	0	0	1.88693E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	0.00412729	0.00336655	0.00367231	0.004916	0.00342764	0.00445884	0.00519387	0.00569138	0.00486907	0.00360648	0.00484319	0.00301877	0.00355247	0.00529343	0.00334094	0.00397986	0.00469169	0.00376008	0.00353049	0.00387731	0.00353314	0.00334554	0.00345831	0.00346125	0.00572809	0.00429206	0.00528353	0.00309351	0.00322725	0.00309402	0.00390903	0.00376264	0.00461062	0.00375714	0.00302495	0.00615424	0.00355673	0.00341723	0.00426185	0.0059052	0.0050736	0.00477785	0.00324661	0.0029296	0.003299	0.00285107	0.00301344	0.00331367	0.00281659	0.00333405	0.00460303	0.00338733	0.00348863	0.00381189	0.00351861	0.00283291	0.00365123	0.00292676	0.00349283	0.00309572
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Bacillaceae_unclassified.s__Bacillaceae_bacterium_EAG3	0	0	0	0	0	0	0	0	0	4.28653E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02747E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Bifidobacterium.s__Bifidobacterium_criceti	PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Bifidobacterium.s__Bifidobacterium_criceti	0	0	1.84401E-05	0	0	1.16427E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07952E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Bifidobacterium.s__Bifidobacterium_longum	PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Clostridium.s__Clostridium_butyricum	PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Clostridium.s__Clostridium_butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87861E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Clostridium.s__Clostridium_neonatale	PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Clostridium.s__Clostridium_neonatale	0.000225545	0	0	0	2.45972E-05	0.000116028	0	3.32571E-05	0	0	0.000120921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.10261E-05	0	5.55806E-05	0	0	0.000782529	4.09073E-05	0	0	0.000265188	0.000708877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Escherichia.s__Escherichia_coli	PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Escherichia.s__Escherichia_coli	0.00019144	0	0	0	0.000941703	0.000148401	0	0	0	0.000662149	0	0.000137606	0	5.41446E-05	0.000704734	0.000192731	0.000236411	0.000651361	0.00034667	0.000482516	0.000283709	8.73009E-05	0.000172868	0.000431027	1.92978E-05	0.000168028	0	0.000166116	0.000672215	8.15258E-05	0	0	0	0	0.000259106	0	0	3.82381E-05	0	0	0	0	0	0	0	0.000256937	0.000563364	7.06284E-05	0	0.000211107	0.000100959	0.000450578	0.000377165	0	0	9.11606E-05	0	0	0.000131476	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Lactobacillus.s__Lactobacillus_reuteri	PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Lysinibacillus.s__Lysinibacillus_massiliensis	PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Lysinibacillus.s__Lysinibacillus_massiliensis	0	0	0	0	0	0	0	0	0	1.38627E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Streptococcus.s__Streptococcus_gallolyticus	PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|g__Streptococcus.s__Streptococcus_gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28744E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|unclassified	PWY-I9: L-cysteine biosynthesis VI (from L-methionine)|unclassified	0.00328078	0.00328487	0.00329598	0.00462039	0.00128274	0.00345563	0.0050545	0.00512966	0.00463773	0.00203685	0.00440917	0.00249045	0.00319623	0.00441964	0.00217759	0.00317243	0.00421193	0.00172647	0.00252856	0.00263838	0.00276116	0.00298973	0.00299539	0.00244374	0.0051466	0.00342083	0.00526712	0.00284284	0.0017818	0.00276928	0.00327197	0.00334907	0.00411142	0.00366022	0.00225562	0.00397023	0.00335043	0.00322372	0.00419495	0.00513049	0.00341758	0.00439794	0.00316143	0.00282825	0.00321418	0.00214288	0.00184962	0.00289025	0.00273747	0.00256087	0.00417059	0.00246452	0.00257094	0.0036559	0.00308552	0.00262467	0.00362093	0.00279914	0.00314738	0.00304509
PWY0-1061: superpathway of L-alanine biosynthesis	PWY0-1061: superpathway of L-alanine biosynthesis	0.00213552	0.00255697	0.00337943	0.00187576	0.00214626	0.00286638	0.00112644	0.00170626	0.00204387	0.00184273	0.00236137	0.00314713	0.0040249	0.00238757	0.00205996	0.00194421	0.00194888	0.00221583	0.00189312	0.00215135	0.00140427	0.00156771	0.00208021	0.00215267	0.00238784	0.00105749	0.00194575	0.0017597	0.00196365	0.00171029	0.00221076	0.00144641	0.00299927	0.00232473	0.00221894	0.00480851	0.00142058	0.00219165	0.00279885	0.00105193	0.0048653	0.00146694	0.00183728	0.00348191	0.00192661	0.00176984	0.0019188	0.00146581	0.00105097	0.00183187	0.00192898	0.00150437	0.00171452	0.00178673	0.00220234	0.00206853	0.0015741	0.00263316	0.00153905	0.0019346
PWY0-1061: superpathway of L-alanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	PWY0-1061: superpathway of L-alanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1061: superpathway of L-alanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_merycicum	PWY0-1061: superpathway of L-alanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_merycicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155394	0	0	0	0	5.06992E-05	0	0	0	0	0	0.000154775	0	0	0	0	0	0	0	0	0	0	0	0	4.40129E-05	0	0	0	6.71766E-05	0	0	0	0.000288699	0	0	3.12132E-05	0	0	0	0	0	0.000153008	0	0	0.000581657	0	0
PWY0-1061: superpathway of L-alanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	PWY0-1061: superpathway of L-alanine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0.000225267	0	0.000556929	0.000242156	0.000225997	0.000701511	8.10199E-05	0.00032502	0.000224662	0	5.49735E-05	3.36531E-05	0	0.00025276	0	0	0	0	0	0	0	0	0.000080904	0	0.000259819	0	6.47969E-05	0	0	9.25394E-05	0.000603284	0.000297274	0.000726511	0	0	0.001683	8.36549E-05	0	0	9.73796E-05	0.00150741	0.000141623	0	0	0	0	0	0	3.36235E-05	0	0	0	0	0	2.61435E-05	0	0	0.000158012	0	0
